"id","movie_Id","air_date","nbr_episodes","name","poster_path","vote_average"
1218,1911,"2014-09-25",22,"Saison 10","/paOTN68EbP7czZb0ArghdGRLICd.jpg",7.6
1219,1911,"2015-10-01",22,"Saison 11","/uvnyCow9VAsJQwUlmbJnGShwc0h.jpg",7.6
1220,1911,"2017-01-03",12,"Saison 12","/xfdlVJIZsPp8LCcnNfdQwUutS1d.jpg",7.7
1221,4018,"1989-03-26",9,"Saison 1","/3gzZp32Ys2Qcg28fGr68soojr4h.jpg",7
1222,4018,"1989-09-20",22,"Saison 2","/gXFFTuHC7TRrdocFZgxvN0vhh9e.jpg",7
1223,4018,"1990-09-28",22,"Saison 3","/jyd1pG83AzQ3HlC5Vm3sZC0peVx.jpg",7.6
1224,4018,"1991-09-18",22,"Saison 4","/nAljkhDfo2zMaxU7kbvHsVQbBUc.jpg",7.5
1225,4018,"1992-09-22",22,"Saison 5","/2E24J2MGb2cGUw4IWerW7KoOyUl.jpg",7.6
1226,1412,"2013-10-02",41,"Épisodes spéciaux","/4pYVBjaiFaTIhOK6JcBdVRdyGg0.jpg",0
1227,1412,"2012-10-10",23,"Saison 1","/1DZvjrzmrytNsDybScoBj0c1YXv.jpg",7.6
1228,1412,"2013-10-09",23,"Saison 2","/oqgT2X9PLyq3gUAaRZjOJAiJw6p.jpg",7.8
1229,1412,"2014-10-08",23,"Saison 3","/39nN0dJRxPGSVOXrNg82fwpMHJx.jpg",7.6
1230,1412,"2015-10-07",23,"Saison 4","/qDyfb3XLcraLh0UuLUEj5M66NzA.jpg",7.1
1231,1412,"2016-10-05",23,"Saison 5","/2NBuja7S6ITYJxP8VbRpadUJQrM.jpg",7.4
1232,1412,"2017-10-12",23,"Saison 6","/rv4I1uSU1GInSy2vd038sZShJwn.jpg",7.4
1233,1412,"2018-10-15",22,"Saison 7","/g581fhDjW7v8JoTBEw3uJS1PqGl.jpg",7.5
1234,1412,"2019-10-15",10,"Saison 8","/vJ3iXVXmZJt4PpQbzqzuKNWl7ud.jpg",7.8
1235,2625,"1991-03-20",6,"Épisodes spéciaux","/xzwqdIL7Pmz9vpcDvlvTJgrCtLY.jpg",0
1236,2625,"1993-10-29",19,"Saison 1","/vxk9uhgJOBfflmelHd6um8mGcIB.jpg",0
1237,2625,"1994-09-16",22,"Saison 2","/tWMUn6dRCDeggVTYL9rRphlFwxW.jpg",0
1238,2625,"1995-12-08",18,"Saison 3","/vPDBfYVKuTJuWVkipBDyVEh8K48.jpg",0
1239,2625,"1996-09-19",26,"Saison 4","/auDyz50suKfe9bhPQTYPM548RzE.jpg",10
1240,2625,"1997-09-18",25,"Saison 5","/8nLJayIN1d0RohbBNdjvCwqddyv.jpg",9
1241,2625,"1998-09-24",22,"Saison 6","/9AQfoxJknNlgnsv6vnwEz0Nicd8.jpg",0
1242,2625,"1999-09-23",24,"Saison 7","/AhpGfmg7MhwZzO0SNqDK7H0Jh43.jpg",0
1243,2625,"2000-10-12",22,"Saison 8","/rIv9TDDrHusA3pj3BiOOs6ivhzn.jpg",0
1244,76479,"2020-09-10",37,"Épisodes spéciaux","/qxUIgZ8GDEfSLTws0zQIxApAAWb.jpg",0
1245,76479,"2019-07-25",8,"Saison 1","/wEGjCJ2xWdnssIXl9szcKb5hBsh.jpg",8.1
1246,76479,"2020-09-03",8,"Saison 2","/3RRTCSQ6uaNTBhZBnD3uW8RPD0w.jpg",8
1247,76479,"2022-06-02",8,"Saison 3","/2secZlYhFcFHR73LV8JFH6bEVzY.jpg",8
1248,76479,"null",8,"Saison 4","/mWJs1mNLsfIOKqSBskhrU2xmSa4.jpg",9
1249,62286,"2015-10-04",16,"Épisodes spéciaux","/9fXoAcfHTktdWIUr7BopLqelb8Y.jpg",0
1250,62286,"2015-08-23",6,"Saison 1","/4j2TvTbk31awd9jYqhiyAuV2cVv.jpg",7
1251,62286,"2016-04-10",15,"Saison 2","/bn7TpYyXWXuNCeVTndlbYuVFqpM.jpg",7
1252,62286,"2017-06-04",16,"Saison 3","/uOKkWPXTwsRL3qhDy38hIbYf854.jpg",7.5
1253,62286,"2018-04-15",16,"Saison 4","/dQ0FAmGiPI88zQK3uGcLgf8635p.jpg",6.6
1254,62286,"2019-06-02",16,"Saison 5","/eJuXGr0e4NPC6iYb3pmYNAS3vyA.jpg",6.5
1255,62286,"2020-10-11",16,"Saison 6","/pyqfcSrGX8nodtbFZhg6PAyb35P.jpg",7.4
1256,62286,"2021-10-17",16,"Saison 7","/2QKuqcfRDCERDtZvoJtuLLAwCf5.jpg",5.8
1257,62286,"2023-05-14",12,"Saison 8","/cUAvL3NJRFaTu2o98ObzfyV3Q2G.jpg",5.2
1258,32726,"2012-04-17",4,"Épisodes spéciaux","/sySs9y2hVxOUPxPcLntTczYzfXo.jpg",0
1259,32726,"2011-01-09",13,"Saison 1","/g6VoXS3pO6e5CZrarMlECBiPehn.jpg",7.3
1260,32726,"2012-03-11",9,"Saison 2","/lopl0VHBXZqsEaFUCZ6ckjB0hWn.jpg",7.5
1261,32726,"2012-09-30",23,"Saison 3","/g1BW2O4iuCMXlcutq5EKGL8CYe2.jpg",7.5
1262,32726,"2013-09-29",22,"Saison 4","/uxh34mwqZp8ZQrb1HE3jjVCRoMp.jpg",7.3
1263,32726,"2014-10-05",21,"Saison 5","/hSSq0pumcqPXU03GQnc4MxSYNgH.jpg",7.8
1264,32726,"2015-09-27",19,"Saison 6","/8N63WszFxp67ZVnLMUgTFyz0GhJ.jpg",7.6
1265,32726,"2016-09-25",22,"Saison 7","/mXvn5c7D5iva4P5SC93L6cuYIkA.jpg",7.8
1266,32726,"2017-10-01",21,"Saison 8","/3l8k1XSh9JofNS9g9EFvjTq6nNv.jpg",8.2
1267,32726,"2018-09-30",22,"Saison 9","/t7z66Bt6n43ZJatBCp0Ckk97ge7.jpg",7.7
1268,32726,"2019-09-29",22,"Saison 10","/xyJXbvdiUtWMr9b7tOI4QbKpTvy.jpg",7.6
1269,32726,"2020-09-27",22,"Saison 11","/gGlX58u2tJuGFEAYM3VKWz3MEu2.jpg",7.4
1270,32726,"2021-09-26",22,"Saison 12","/qNsmGUUwdyHmkvxT1vCKMi8bBtF.jpg",6.5
1271,32726,"2022-09-25",22,"Saison 13","/rqnRU1pw9iGbKDclRxayv6SU09Y.jpg",6.9
1272,32726,"2023-10-01",10,"Saison 14","/couFnWryh9JRmmfDyPU6hUyTKIa.jpg",6.6
1273,1396,"2009-02-17",11,"Épisodes spéciaux","/40dT79mDEZwXkQiZNBgSaydQFDP.jpg",0
1274,1396,"2008-01-20",7,"Saison 1","/icR10XfPhgszVOKhBXAIJQXpCmV.jpg",8.2
1275,1396,"2009-03-08",13,"Saison 2","/1fHpj8zMNFyTuMut3RXoO4a0VQP.jpg",8.4
1276,1396,"2010-03-21",13,"Saison 3","/hwxnlfq6PQqiNiImj510IjIzm66.jpg",8.4
1277,1396,"2011-07-17",13,"Saison 4","/7zO4nShtLQGRitSwZ5Mk0tnLlDI.jpg",8.5
1278,1396,"2012-07-15",16,"Saison 5","/dzKTzXEI9bYlQRxXav8SPksrNNd.jpg",8.9
1279,89293,"1948-01-01",70,"Saison 1","null",1
1280,2370,"2005-05-30",11,"Saison 1","/AdtUn70VstzTav2yjxCvPMSnP6B.jpg",7.3
1281,2370,"2006-06-12",11,"Saison 2","/jSnVuqsFU3ARsAZqs2Ge15bqgno.jpg",7.1
1282,2370,"2007-06-04",11,"Saison 3","/yesfgFcSLvcZ70hdvbnjYY5uCz.jpg",6.9
1283,2370,"2008-04-01",15,"Saison 4","/5kZJtVLCauMtFfwX2Hs9E3acPt8.jpg",7
1284,2370,"2009-01-29",15,"Saison 5","/gjQnsMaqPq8zbcYBRLWIwI2X1O0.jpg",7
1285,2370,"2009-07-21",15,"Saison 6","/gjQnsMaqPq8zbcYBRLWIwI2X1O0.jpg",7.1
1286,2370,"2010-06-01",15,"Saison 7","/xvmvUn66AJAl1oxrFbUjx5FbFNw.jpg",7
1287,2370,"2010-09-22",15,"Saison 8","/opkkk0PQfWlifcth6D0N172Z09D.jpg",7.5
1288,2370,"2011-07-18",16,"Saison 9","/aA1kQjIzD9k34LsjmqNm5REHeyj.jpg",0
1289,2370,"2012-06-04",20,"Saison 10","/38aRsYOjQldEA5TvecnXSOUAygK.jpg",0
1290,2370,"2013-03-12",22,"Saison 11","/3buDKBQoz3Nu7NxDrCmPBWO7iGT.jpg",0
1291,2370,"2014-03-13",20,"Saison 12","/33fy55RxSzIjgIDCCH8pbliyQgw.jpg",7.3
1292,2370,"2014-09-10",16,"Saison 13","/33fy55RxSzIjgIDCCH8pbliyQgw.jpg",0
1293,2370,"2015-03-03",16,"Saison 14","/33fy55RxSzIjgIDCCH8pbliyQgw.jpg",0
1294,2370,"2016-01-15",16,"Saison 15","/33fy55RxSzIjgIDCCH8pbliyQgw.jpg",6
1295,2370,"2016-09-23",16,"Saison 16","/33fy55RxSzIjgIDCCH8pbliyQgw.jpg",0
1296,2370,"2017-09-29",16,"Saison 17","/iFpfJuV4gizeMBArpzhruUvaifX.jpg",6.3
1297,2370,"2018-09-28",16,"Saison 18","/qPAKZ1gYdoh9HN7imbfBqOExI6D.jpg",0
1298,2370,"2021-01-07",16,"Saison 19","/aznNPdE8NTP0tnSZfTIhDioDdPw.jpg",7
1299,2370,"2021-05-31",16,"Saison 20","/3rxsNesUJWGA6R0hj7XPx525NAg.jpg",7
1300,2370,"2022-09-29",16,"Saison 21","/lSWhh4dnk4xjPAxX0kslOIIYxRB.jpg",7.2
1301,2370,"2023-09-28",10,"Saison 22","/2XQhUtp7eNVp2OBv2kveNUCmh1w.jpg",7
1302,4556,"2003-04-23",1,"Épisodes spéciaux","/hXCv3Vl8uCvyu7gbCEchNPf5f05.jpg",0
1303,4556,"2001-10-02",24,"Saison 1","/huCnqJv66WVZOPzI0BXjBTZb1An.jpg",8.1
1304,4556,"2002-09-26",22,"Saison 2","/tkfBJPQmxqoS1WhEBOU5MHfPgj3.jpg",7.9
1305,4556,"2003-10-02",22,"Saison 3","/jjHt0ebmQm4wySfXYuQnVAYLMO7.jpg",8.1
1306,4556,"2004-08-31",25,"Saison 4","/wPABaMPWGaFUikh5ZQw1mYkwN6V.jpg",7.9
1307,4556,"2006-01-03",24,"Saison 5","/tKWyXkd8A9Yyikv2sipCuCuOkNn.jpg",8
1308,4556,"2006-11-30",22,"Saison 6","/5QoQmDG19u7gUXFWik1hSJAILgB.jpg",7.6
1309,4556,"2007-10-25",11,"Saison 7","/xoo3MhqYSqNTsYNdDegzWW4SokO.jpg",7.7
1310,4556,"2009-01-06",19,"Saison 8","/A8VzKAWHcbPJOciCtkqMLa41kPl.jpg",8.1
1311,4556,"2009-12-01",13,"Saison 9","/piJOya9MI0cLdEAd25rix4pRByJ.jpg",6.6
1452,18165,"2009-08-25",5,"Épisodes spéciaux","/4sVgfGdED5x7Uchph0V9GB6Nsn3.jpg",0
1453,18165,"2009-09-10",22,"Saison 1","/xG8HGDULEftkViYzbVJUAuOdkHg.jpg",7.7
1454,18165,"2010-09-09",22,"Saison 2","/7iAYmaUm0zDGgez7BIcIy1Dntho.jpg",8.1
1455,18165,"2011-09-15",22,"Saison 3","/6AJOFOxmKqbZfVuJnFmbuNAG0lF.jpg",8
1456,18165,"2012-10-11",23,"Saison 4","/xnd5xrKUNp8y4S2BEGOWJ2YAYi8.jpg",8.3
1457,18165,"2013-10-03",22,"Saison 5","/XB9s0YLdnFuc1SgDef4QJZcZkn.jpg",8.2
1458,18165,"2014-10-02",22,"Saison 6","/9XC02f3SfpyMe7utyf5Ty5zoVzE.jpg",8.5
1459,18165,"2015-10-08",22,"Saison 7","/kdFXHUOtzJjxC9rKfqSfWHzbA1D.jpg",7.3
1460,18165,"2016-10-21",16,"Saison 8","/vCW5VnRKXtPukVz9ISxL5mqF9dY.jpg",7.3
1461,1516,"null",1,"Épisodes spéciaux","/abuSALA1vZgPnm8ekteY8qA5Moy.jpg",0
1462,1516,"1983-01-23",14,"Saison 1","/ziHUAimwMh7iZ0M63sdPUW912oX.jpg",7.6
1463,1516,"1983-09-20",23,"Saison 2","/2NWa4pqan3ioOCGL1MA902CFqks.jpg",7.2
1464,1516,"1984-09-18",25,"Saison 3","/3HvhpA2gSvLgsxgB5KH1UpfoIxP.jpg",7.1
1465,1516,"1985-09-24",23,"Saison 4","/nNSbhBznVjbZeGMoicM8LZBXuS5.jpg",7.2
1466,1516,"1986-09-26",13,"Saison 5","/mwvD82sZR2gDYfX32ALDa6zJZNH.jpg",6.4
1467,1606,"null",4,"Épisodes spéciaux","null",0
1468,1606,"2005-09-23",22,"Season 1","/dxGZP4NWrLPQbe2ZFDmX8dMSkCl.jpg",8
1469,1606,"2006-09-22",22,"Season 2","/kG6VQLXUwg7Ig5b01CXJglQvsMt.jpg",8.2
1470,1606,"2007-09-27",18,"Season 3","/pz298l2ilo4iakW1h7vY6qAL9PI.jpg",8.9
1471,1606,"2008-10-02",23,"Season 4","/b1pvNi0CLaQEOsFzzAskYOVwDsf.jpg",8.1
1472,1606,"2009-09-24",22,"Season 5","/9pLQT83vE2Pyx5Zqv4CeINdp7ro.jpg",7.9
1473,62650,"2015-11-17",18,"Saison 1","/p7RUIi0GxOEREiscEbmKI9QazpC.jpg",7.4
1474,62650,"2016-09-22",23,"Saison 2","/jqpSru1ijNYFTSso75Q3W8V18f1.jpg",7.1
1475,62650,"2017-11-21",20,"Saison 3","/pIbphTP4YISSFvA5Xas37iUEm5t.jpg",6.4
1476,62650,"2018-09-26",22,"Saison 4","/6ZBfSUzPfFPGcpbcHcwFRTEL4uG.jpg",7.4
1477,62650,"2019-09-25",20,"Saison 5","/iXIex5p0oNPgDiN7kVfWMWpICN.jpg",7.9
1478,62650,"2020-11-11",16,"Saison 6","/8mFhW6fJlapqq3cmQjxcG5h4KFa.jpg",8
1479,62650,"2021-09-22",22,"Saison 7","/dzRU492K7yWwiEqVnjm4CurJmn2.jpg",7.9
1480,62650,"2022-09-21",22,"Saison 8","/gHP1tbA9XZ8rQTwgNpNKP8p3H9Z.jpg",7.7
1481,3469,"1988-12-26",7,"Épisodes spéciaux","/q2eqAPlm0FbnzeiZ8QAEJkSwNBB.jpg",0
1482,3469,"1979-10-29",11,"Saison 1","/w9ctkWzQvj0atKH1gVowwsnt0Mo.jpg",0
1483,3469,"1980-09-11",13,"Saison 2","/u3jrqX9OMKAB3hZvcmSjRGPlcjU.jpg",0
1484,3469,"1982-01-13",13,"Saison 3","/Ap45heFBC3qKh9B5cuzFLKRo1DL.jpg",0
1485,3469,"1984-01-11",11,"Saison 4","/58PCgmRBUIvQdconwcoPLJA3W4t.jpg",0
1486,3469,"1984-09-05",9,"Saison 5","/j8UPftxrzfR19e7jbHgNh1aIdiz.jpg",0
1487,3469,"1985-09-04",8,"Saison 6","/hHWJcB4POlhik9jILExRAbID5xI.jpg",8
1488,3469,"1989-01-02",6,"Saison 7","/nNw0HMkfpVhLFGO1QeaxpMUnMDP.jpg",0
1489,3469,"1991-09-05",13,"Saison 8","/uS8LbwKIykQQMWDmfD3hpTs63VS.jpg",0
1490,3469,"1993-01-07",13,"Saison 9","/po2sVDRCGBqu7NzVj3fJRn2zZnd.jpg",0
1491,3469,"1994-01-06",10,"Saison 10","/gLuVpsQk9nBAkrdLblxcr1GDBLH.jpg",0
1492,36301,"2007-01-04",22,"Saison 1","/8TFbSs7PEtrJhX5bGpdSi4Vi2Gj.jpg",0
1493,36301,"2007-10-11",25,"Saison 2","/gzxZxXWHTtHSXgTl4OdhoAQSXiH.jpg",0
1494,36301,"2008-10-30",25,"Saison 3","/zCB28WW0OnN7D7ux9Hk9fCO9P4v.jpg",0
1495,36301,"2009-09-24",25,"Saison 4","/6f73kBYrR7upmLRONrLiW9rQNJN.jpg",0
1496,36301,"2010-11-04",25,"Saison 5","/bz8pMhuknV1bKEzqw27CF1tUuQo.jpg",0
1497,36301,"2011-09-29",28,"Saison 6","/6mn6pBjUGIx3nurftp6LWSuJ3yY.jpg",0
1498,36301,"2012-09-20",27,"Saison 7","/yZDo6axi8RyIc3X3YBNeyVNPHCn.jpg",0
1499,36301,"2013-09-26",13,"Saison 8","/nOrzYtabhqR9MN1jltDa1xOMRMb.jpg",0
1500,36301,"2014-09-18",27,"Saison 9","/pLi1GJotuwArwhFm2F1JopcsdIk.jpg",0
1501,36301,"2015-09-10",29,"Saison 10","/6MQBIEbbyeFR3qwIU7kBv78OP0k.jpg",0
1502,36301,"2016-09-15",29,"Saison 11","/2Zzb85SDrRfNYgPTzLYNWKlsb70.jpg",0
1503,36301,"2017-10-05",27,"Saison 12","/1juWu3Tcw1uZhAfsmg9E9tg5jBa.jpg",0
1504,36301,"2018-10-18",26,"Saison 13","/3emjk0SGL6GaXOxPETPZF1nUbXP.jpg",0
1505,36301,"2019-09-26",25,"Saison 14","/gqZwtZtArYqpLXJWjiWMyczzHPU.jpg",0
1506,36301,"2020-09-24",25,"Saison 15","/yzUtKYNkfK9scOQObeXRpyxTXUm.jpg",0
1507,36301,"2021-09-09",28,"Saison 16","/v24pQp8Cyohpwk1WdQVXlgjzv2K.jpg",0
1508,36301,"2022-09-15",26,"Saison 17","null",0
1509,36301,"2023-09-28",10,"Saison 18","null",0
1510,60574,"null",17,"Épisodes spéciaux","/o5VrKdfN5Xg2pRnQVSqBCi4iNG9.jpg",0
1511,60574,"2013-09-12",6,"Saison 1","/cJRJ5uooCQvHcLDXQzUsmwEKzl1.jpg",8.2
1512,60574,"2014-10-02",6,"Saison 2","/g0NNIgy1zJOeJ0mI4KsCb1VUK5E.jpg",8.1
1513,60574,"2016-05-05",6,"Saison 3","/faydKOjHzL5NQlgOdwRNyRaKr9E.jpg",8
1514,60574,"2017-11-15",6,"Saison 4","/zVhX45xnpRhQABqojEIf3y2YCGV.jpg",8.2
1515,60574,"2019-08-25",6,"Saison 5","/sD8jNaZ3X9RUbl6tpVqqaBPixkx.jpg",7.9
1516,60574,"2022-02-27",6,"Saison 6","/aRTqtadLPQL4hHyWFaB89Z5AQjA.jpg",7.9
1517,60585,"2014-02-05",1,"Épisodes spéciaux","/w04ztJicyVQZ33JWzRLsjt24h6i.jpg",0
1518,60585,"2015-01-14",10,"Saison 1","/53d8Jx5C2DZz7uqg0CRREfvN7N8.jpg",8.2
1519,60585,"2016-03-10",10,"Saison 2","/ypHusXpjtBsD62F3bPDduON7sN4.jpg",8.4
1520,60585,"2017-04-20",10,"Saison 3","/mqZwcGePqYYMOrpehkVFnr45P8Q.jpg",8.5
1521,60585,"2018-04-12",10,"Saison 4","/yCUVDD78g8lY41hi18U691TA2KC.jpg",8.8
1522,60585,"2019-04-18",10,"Saison 5","/b7N1BwkcjHbcFmrrDPNUeYp8Fdu.jpg",8.8
1523,60585,"2020-04-16",10,"Saison 6","/nmNSn4C1kOcXJjrICJ9BS05yr3k.jpg",8.5
1524,60585,"2021-06-24",8,"Saison 7","/qTblEv0aNIlK6oCViSf9EiDLV49.jpg",8.1
1525,2406,"2005-10-03",1,"Épisodes spéciaux","null",0
1526,2406,"2001-09-24",23,"Saison 1","/6IJqDBNhhiVhB3JCAXpBpR3ugII.jpg",9.3
1527,2406,"2002-09-23",22,"Saison 2","/nmZbuJY8vxYplnJZNop4CdI8bNC.jpg",8.8
1528,2406,"2004-03-07",13,"Saison 3","/hrDLQE1ZBvPYvuJecx2wi2uFa9n.jpg",8.8
1529,2406,"2004-09-26",21,"Saison 4","/fh841fdKOvySG51fjDblpNzu3ZP.jpg",9
1530,2406,"2005-09-25",21,"Saison 5","/ue8Ycq4LuHtmEnekGWI6RClBbZg.jpg",9.2
1531,2406,"2007-01-14",17,"Saison 6","/wLYUX5xXqdy7nuYf4c6XMeq1Fjb.jpg",8.3
1532,14328,"1956-10-05",30,"Saison 1","null",0
1533,14328,"1957-10-04",29,"Saison 2","/6NlBMAFgcadGJhesCR7fDeP8JGy.jpg",0
1534,14328,"1958-10-02",29,"Saison 3","/hlb7E7cwqKAyZK5T5YzHQL7t6WK.jpg",0
1535,14328,"1959-10-01",29,"Saison 4","null",0
1536,14328,"1960-10-06",30,"Saison 5","null",0
1537,153657,"2022-05-05",10,"Saison 1","/9Z7L7wSB6nLwWk7coUgm1ytQbOB.jpg",8
1538,153657,"2023-10-19",10,"Saison 2","/jaBQkpjXw0wtbAFLJ23SKFc6fa8.jpg",8.5
1539,2458,"2004-09-22",23,"Saison 1","/eRUuJmyqjrl2K2W4eywlE8GSkaV.jpg",7.5
1540,2458,"2005-09-28",24,"Saison 2","/qaMhhwuED7a4CV2upMoZqisgWVU.jpg",7.7
1541,2458,"2006-09-20",24,"Saison 3","/s7e5j39cm9B4jhBw4vZRG2MuaCY.jpg",7.8
1542,2458,"2007-09-26",21,"Saison 4","/lcqZIXy8Ejk2K176GZt7B1YKRQF.jpg",7.9
1543,2458,"2008-09-24",25,"Saison 5","/gErdqX9JxCrr8BqwJWcswFKFiRR.jpg",8.2
1544,2458,"2009-09-23",23,"Saison 6","/yuEj7tbOxUsacis0trZTJ6XVZ1Z.jpg",7.5
1545,2458,"2010-09-24",22,"Saison 7","/1ioe8pMCxgHpAMpOjp3pw0FG1bc.jpg",7.6
1546,2458,"2011-09-23",18,"Saison 8","/6vqYb4gPZZSG5Agbd9VpqnOlmku.jpg",7.6
1547,2458,"2012-09-28",17,"Saison 9","/8zfcDs71b5SgQmPfXmaad6n6He8.jpg",7.7
1548,58841,"2014-01-08",15,"Saison 1","/dCR7CbQNNnqqCOSKTrnhdy9csMw.jpg",7.6
1549,58841,"2014-09-24",23,"Saison 2","/6OR95Bzt6S4pw3iHDAlnuHQZWDa.jpg",8
1550,58841,"2015-09-30",23,"Saison 3","/axHJLSOsRSZNUWtuaQWdffr634X.jpg",7.9
1551,58841,"2016-09-21",23,"Saison 4","/sqB2O88F3kHuQUU1hlKfsXGTLLB.jpg",8
1552,58841,"2017-09-27",22,"Saison 5","/gkJ0VyvOf0FyDQ7CqMSohqYCsNv.jpg",8
1553,58841,"2018-09-26",22,"Saison 6","/k6raSszteaRIwB7RImiYi4M2HPH.jpg",7.9
1554,58841,"2019-09-25",20,"Saison 7","/dmYkNvgSaztGUdkJi8jGz3HxNL5.jpg",7.9
1555,58841,"2020-11-11",16,"Saison 8","/OlPR1kctwXzSUJQkZINDDhNlHV.jpg",7.8
1556,58841,"2021-09-22",22,"Saison 9","/qEirT6JZKMexfSDaAOzVxFHpqgU.jpg",8.2
1557,58841,"2022-09-21",22,"Saison 10","/7gtp4lusk685hdmuEXMbYrmSQoY.jpg",7.7
1558,237826,"2023-10-27",20,"Saison 1","/13dchqQmFajt1peo4lmTVlQ2cXI.jpg",0
1559,136450,"1975-01-12",21,"Saison 1","null",0
1560,136450,"1976-01-25",22,"Saison 2","null",0
1561,136450,"1977-01-02",23,"Saison 3","null",0
1562,136450,"1978-01-01",37,"Saison 4","null",0
1563,136450,"1979-01-07",37,"Saison 5","null",0
1564,136450,"1980-01-06",25,"Saison 6","null",0
1565,693,"null",17,"Épisodes spéciaux","/veLdjVEmGWzkTl1wFDCpwMFMjFN.jpg",0
1566,693,"2004-10-03",23,"Saison 1","/n4h1kHy9GrfYk3lMJOJWdnwQo4O.jpg",7.6
1567,693,"2005-09-25",23,"Saison 2","/lOKsmp91MlRCE9bizeumS5ivL5U.jpg",8.3
1568,693,"2006-09-24",23,"Saison 3","/qaoAbmm4rNmkWoXzAoaWQs8dXhd.jpg",8.2
1569,693,"2007-09-30",17,"Saison 4","/malQDHSNaMR1tT0F4koTgNQusD1.jpg",8.4
1570,693,"2008-09-28",24,"Saison 5","/tRHH8UkeyG1xsUChXAQNpe9zbzD.jpg",8.2
1571,693,"2009-09-27",23,"Saison 6","/do9cnVe6mZalNPDeEaLLhmc2XSK.jpg",7.7
1572,693,"2010-09-26",23,"Saison 7","/95ULsiRiKIT19vJh7iJ4AZ7QaJQ.jpg",6.9
1573,693,"2011-09-25",23,"Saison 8","/zYToFmxMFzwQresy2rYUSxMFr25.jpg",7.3
1574,1398,"2009-08-03",6,"Épisodes spéciaux","/9PCISHvycJr572dncgp1T8yWMwj.jpg",0
1575,1398,"1999-01-10",13,"Saison 1","/mEC1hAideiqhf5EbDIeroTm43Cr.jpg",7.7
1576,1398,"2000-01-16",13,"Saison 2","/NEtfkq1yLdO82lybJD0SUnlht8.jpg",7.7
1577,1398,"2001-03-04",13,"Saison 3","/b9uGoxMWZgcpdiraS6Ra7djPvJv.jpg",7.7
1578,1398,"2002-09-15",13,"Saison 4","/ffabtpQiZdSQEwQ5DOdmQxUfdgv.jpg",7.6
1579,1398,"2004-03-07",13,"Saison 5","/rYOEO2GADevoIqVDC2WYlisdQgl.jpg",7.9
1580,1398,"2006-03-12",21,"Saison 6","/fgE18p1ylKi3ZfOLpwfjRcxfLa.jpg",8
1602,60797,"2014-09-22",22,"Saison 1","/1RtCul4tVMRE45YPppR0hhc03TT.jpg",7.6
1603,60797,"2015-09-21",24,"Saison 2","/d2X3e6IhMBprG6PeD8NSXTCgVVC.jpg",7.8
1604,60797,"2016-10-03",25,"Saison 3","/g2zQ75c6M5MD0N7m99amriaVdcH.jpg",7.7
1605,60797,"2017-09-25",22,"Saison 4","/zDDByUQQyRIV8T0Cw1NzgQxO2nk.jpg",7
1606,1421,"null",5,"Épisodes spéciaux","/eyDoM7MTXrlmwOlh6TERdcgzmg2.jpg",0
1607,1421,"2009-09-23",24,"Saison 1","/yosbubvSepjLbUxnXaNFyhXkaJn.jpg",7.6
1608,1421,"2010-09-22",24,"Saison 2","/oNvIFVJqySCnG4i3q8yFDQsp8Nl.jpg",7.6
1609,1421,"2011-09-21",24,"Saison 3","/6cYWq3NT4hZ2vWMj0BeqvdKUlzR.jpg",7.5
1610,1421,"2012-09-26",24,"Saison 4","/ifC2PCgb5DHSbCDXg9ERYSVJOaa.jpg",7.8
1611,1421,"2013-09-25",24,"Saison 5","/rsBdRVprohdM76s8L6daGBCv64K.jpg",7.8
1612,1421,"2014-09-24",24,"Saison 6","/fGLnM6NUDuRLEZbOzgA35Eeszh3.jpg",7.4
1613,1421,"2015-09-23",22,"Saison 7","/iPQWzLXWOqnCEEzpnPWrPgyO8En.jpg",7.6
1614,1421,"2016-09-21",22,"Saison 8","/rVEhyVYU701ZyOBacFXO19Hpx2K.jpg",6.9
1615,1421,"2017-09-27",22,"Saison 9","/3ZtarwlXXTJ2ro0gzuqxhuou5MJ.jpg",6.9
1616,1421,"2018-09-26",22,"Saison 10","/3fZqGiCjpbylowEDvjG6M502rj7.jpg",7.1
1617,1421,"2019-09-25",18,"Saison 11","/2h04SZZSHJMP9k9BmvaAudgxVRA.jpg",7.5
1618,4660,"1968-09-21",26,"Saison 1","/ddg4G62CXb0lp7peOg8IuF8nBTE.jpg",0
1619,4660,"1969-09-20",26,"Saison 2","/8J6qQOd8lm5tQkrdA1Cg4x3DjHW.jpg",0
1620,4660,"1970-09-19",26,"Saison 3","/3WC2LfT2FP5u7LexXVzJN9GOvUK.jpg",4.8
1621,4660,"1971-09-15",24,"Saison 4","/9VZ3u53DmNpTjsJRFJBZhhfrR6V.jpg",0
1622,4660,"1972-09-13",24,"Saison 5","/6T2J5npcC4TlTkXXyNguCJXf4lP.jpg",0
1623,4660,"1973-09-12",24,"Saison 6","/kHKQNpkw86anwMdWhn9i97t4TFb.jpg",0
1624,4660,"1974-09-24",24,"Saison 7","/zbLiAQPfgSxuRJ2sepjCu77zdZP.jpg",0
1625,132544,"2021-08-30",203,"Saison 1","/bIl7F8euoGSkfc4vTDCzWtNlh8V.jpg",0
1626,132544,"2022-08-29",214,"Saison 2","null",0
1627,132544,"2023-08-28",55,"Saison 3","null",0
1628,4571,"1984-09-18",19,"Saison 1","/m3xcIyx5SryQ1ECVhvqalmY0biD.jpg",9.3
